title,cast,return
Deep Web,Gavin Andresen,0
Lost in Munich,Martin Myšička,0.0
David Cross: The Pride Is Back,David Cross,0
Comrade X,Clark Gable,0
My Date with the President's Daughter,Dabney Coleman,0
"Dance, Girl, Dance",Maureen O'Hara,0
Janis: Little Girl Blue,Janis Joplin,0
Mystic River,Sean Penn,6.2728808
Hey Good Lookin',Richard Romanus,0.0
Classmates,Ankush Choudhary,0
Quantum Apocalypse,Rhett Giles,0.0
Wild Horses,Héctor Alterio,0
A Perfect Man,Pierre Niney,0
Another Public Enemy,Sol Kyung-gu,0
Caedes,Bernhard Bozian,0
Rambling Rose,Laura Dern,0.8355494666666666
Nine Lives,Kevin Spacey,1.9271481666666668
The Indian,Matt Dallas,0
Crockdale,,0
Buddy Hutchins,Jamie Kennedy,0.0
Hunk,John Allen Nelson,0
Talvivaaran miehet,,0
5ive Days to Midnight,Timothy Hutton,0
Explosive City,Kim-Fai Che,0
Christ lives in Siberia,,0
Running on Karma,Andy Lau,0
Doppelganger,Koji Yakusho,0
Northfork,James Woods,0
Whispering Corridors 3: Wishing Stairs,Park Han-byul,0
Nice People,Filip Hammar,0
Faces of November,Lyndon Johnson,0
Phone,Ha Ji-won,0
The Ceremony,,0
The Timber,James Ransone,0
Assassini dei giorni di festa,Carmen Maura,0
The Burgos Trial,Unal Dorronsoro,0
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Nolan North,0
Crooks and Coronets,Telly Savalas,0
Demons,Tambet Tuisk,0
Gojoe: Spirit War Chronicle,Tadanobu Asano,0
Spark: A Space Tail,Jessica Biel,0
The Fencer,Märt Avandi,0
2000 AD,Aaron Kwok,0
Ju-on: The Curse,Yūrei Yanagi,0.0
Elstree 1976,David Prowse,0.0
The Intruders,Miranda Cosgrove,0
Shangri-La Suite,Emily Browning,0
The Palm Beach Story,Claudette Colbert,0
Scandal,John Hurt,0
Crumbs,Daniel Tadesse,0.0
David Cross: Let America Laugh,David Cross,0
Death Bell,Lee Beom-soo,0
It All Starts Today,Maria Pitarresi,0
Cradle Will Rock,Hank Azaria,0
Seashore,Mateus Almada,0
Counting,,0.0
Sweet Micky for President,,0
Duel in the Sun,Jennifer Jones,3.4
"Easy Riders, Raging Bulls",Dennis Hopper,0
Beautiful & Twisted,Rob Lowe,0
Mel Brooks: Live at the Geffen,Mel Brooks,0
Cooperstown,Alan Arkin,0
Dream for an Insomniac,Ione Skye,0
Cornered!,Steve Guttenberg,0
Badge of Honor,Mena Suvari,0.0
From Mexico With Love,Angélica Aragón,0
Naz & Maalik,Curtiss Cook Jr.,0
Awaken,Jason London,0
The Cheetah Girls,Raven-Symoné,0
Mr. Blandings Builds His Dream House,Cary Grant,0
Khal Nayak,Sanjay Dutt,0
Seeing Other People,Jay Mohr,0
Armi Alive!,Minna Haapkylä,0
3 Ninjas: High Noon at Mega Mountain,Victor Wong,0
Justice League: Gods and Monsters,Benjamin Bratt,0
Mitchell,Joe Don Baker,0
Nine Lives,Rosie Fellner,0
Simon Sez,Dennis Rodman,0
The Underground Comedy Movie,Vince Offer,0
Santa Claus Conquers the Martians,John Call,0.0
Ed,Matt LeBlanc,0
Semper Fi,Scott Bairstow,0
Altar of Fire,,0
Darkness on the Edge of Town,Brian Gleeson,0
Marci X,Lisa Kudrow,0.0837853
Le Million,Annabella,0
The Navigator,Buster Keaton,0
Beware of a Holy Whore,Lou Castel,0
Alexia,Sergio Berón,0
"Dr. Black, Mr. Hyde",Bernie Casey,0
The Railrodder,Buster Keaton,0
Mi Vida Loca,Angel Aviles,0
The Cruise,"Timothy ""Speed"" Levitch",0
Holidays,Harley Quinn Smith,0
Dreams That Money Can Buy,Jack Bittner,0
War Room,Priscilla C. Shirer,22.596705666666665
Gay Purr-ee,Judy Garland,0
Looking for Langston,Ben Ellison,0
Worth Winning,Mark Harmon,0
Stealing Home,Jodie Foster,0
You're Ugly Too,Lauren Kinsella,0
Hugo Pool,Alyssa Milano,0
Love and Pigeons,Aleksandr Mikhaylov,0
Station for Two,Lyudmila Gurchenko,0
Pod,Larry Fessenden,0
The Diabolical,Ali Larter,0
The Corpse of Anna Fritz,Alba Ribas,0
Deathgasm,Milo Cawthorne,0
Every Jack has a Jill,Mélanie Laurent,0
Wuthering High,Paloma Kwiatkowski,0
A Gift of Miracles,Rachel Boston,0
Wednesday 04:45,Adam Bousdoukos,0
Shamitabh,Amitabh Bachchan,0.0
There Should Be Rules,Anna Hägglin,0
Petting Zoo,Devon Keller,0
One & Two,Kiernan Shipka,0
Badlapur,Varun Dhawan,3.1027027027027025
Jay Mohr: Happy. And A Lot.,Jay Mohr,0
That Gal...Who Was in That Thing: That Guy 2,Paget Brewster,0
Daughter... Father... Daughter,,0
Just Jim,Craig Roberts,0.0
Avengers Grimm,Casper Van Dien,0
Mune: Guardian of the Moon,Michael Gregorio,0
Ava's Possessions,Louisa Krause,0
Just the Way You Are,Candace Cameron Bure,0
6 Years,Taissa Farmiga,0
Ride Along 2,Kevin Hart,3.1206829
The Boss,Melissa McCarthy,2.7115950689655173
Race,Stephan James,4.9608258
Manson Family Vacation,Jay Duplass,0
Brian Gaar: Jokes I Wrote At Work,Brian Gaar,0
Matt Braunger: Big Dumb Animal,Matt Braunger,0
Nina Forever,Abigail Hardingham,0
Devo: Hardcore Live!,Devo,0
The Man in 3B,Lamman Rucker,0
L.A. Slasher,Mischa Barton,0
Stick,Burt Reynolds,0.0
Golden Swallow,Jimmy Wang Yu,0
Logorama,Bob Stephenson,0
Royal Palace,Valérie Lemercier,0
Florida Man,,0
Krisha,Krisha Fairchild,0
The Greatest,Pierce Brosnan,0.0
Walter,Andrew J. West,0.0
OzLand,Casey Heflin,0
The Yearling,Peter Strauss,0
Tanner '88,Michael Murphy,0
The Master,Donnie Yen,0
Malice in Wonderland,Maggie Grace,0
Life Lesson,,0
Uncle John,John Ashton,0
Comedy Central Roast of Bob Saget,Bob Saget,0
The Automatic Hate,Joseph Cross,0
Panic Button,Maurice Chevalier,0
The Resurrection of Jake the Snake,Dallas Page,0
7 Golden Monks,Raimondo Vianello,0
Diet of Sex,Alberto Casqueiro,0
7 Chinese Brothers,Jason Schwartzman,0
A Space Program,Hailey Gates,0
All Things Must Pass,Dave Grohl,0
Prince,Ayoub Elasri,0
Bikes vs Cars,,0.0
Breaking a Monster,,0
Danny Says,Iggy Pop,0
For Grace,,0
Frame by Frame,Massoud Hossaini,0
Jaco,Bootsy Collins,0
Kingdom of Shadows,,0
Lonesome Ghosts,Walt Disney,0
"Knock Knock, It's Tig Notaro",Tig Notaro,0
Lamb,Oona Laurence,0
Touched with Fire,Katie Holmes,0
Night Owls,Adam Pally,0
Peace Officer,,0
The Bells of St. Mary's,Bing Crosby,0
Rolling Papers,,0
Sneakerheadz,,0
Steve Jobs: The Man in the Machine,Bob Belleville,0
Tab Hunter Confidential,Tab Hunter,0
The Ecstasy of Wilko Johnson,Wilko Johnson,0
Theory of Obscurity: A Film About the Residents,Matt Groening,0
They Will Have to Kill Us First,Aliou Touré,0.0
Twinsters,Anais Bordier,0
Uncle Kent 2,Sophia Takal,0
Wild Horses,Robert Duvall,0
Summers Downstairs,Sebastian Fräsdorf,0
The Seventh Fire,,0
Der Kronzeuge,Tobias Moretti,0
We are Twisted Fucking Sister!,Dee Snider,0
Dyke Hard,Lina Kurttila,0.0
Dorian Blues,Michael McMillian,0
The Bunker,Pit Bukowski,0
Parting Glances,Richard Ganoung,0
Brain Donors,Mel Smith,0
Heavy Metal in Baghdad,Firas Al-Lateef,0
Sleepless,Jamie Foxx,1.0846891333333333
John Wick: Chapter 2,Keanu Reeves,4.288497175
Two Girls and a Guy,Robert Downey Jr.,2.057193
Brimstone,Guy Pearce,0
Escape,Isa Hoes,0
Love is All: 100 Years of Love & Courtship,,0
Butterfly,Ailín Salas,0
Forgotten Silver,Jeffrey Thomas,0.0
Photographer,Karel Roden,0
Type O Negative: Symphony for the Devil,Peter Steele,0
Jason Bourne,Matt Damon,3.4623742833333333
Spectral,James Badge Dale,0
Flocking,Fatime Azemi,0
Hacksaw Ridge,Andrew Garfield,4.38255885
The Blue Hour,Atthaphan Poonsawas,0
The Marquis of Grillo,Alberto Sordi,0
Hangman,Jeremy Sisto,0
A Bigger Splash,Tilda Swinton,0
Daniel's World,,0
The Snake Brothers,Kryštof Hádek,0
Dimples,Shirley Temple,0
The Lego Batman Movie,Will Arnett,3.8993798
Despicable Me 3,Steve Carell,12.7507923
Days of Wine and Roses,Jack Lemmon,0
Thoroughly Modern Millie,Julie Andrews,0
Proof of the Devil,Lisa Mackel Smith,0
Monster High: Haunted,Haviland Stillwell,0
Farsan,Torkel Petersson,0
Pirate's Passage,Donald Sutherland,0
The Last House on Cemetery Lane,Vivien Bridson,0
The Bad and the Beautiful,Lana Turner,0.0
Coldblooded,Michael J. Fox,0
Lady of Csejte,Svetlana Khodchenkova,0.0
"Police, Adjective",Dragoș Bucur,0.044336123962693694
Wingman Inc.,Kristopher Turner,0
A Girl Like Her,Jimmy Bennett,0
Cold Comfort Farm,Eileen Atkins,0
Neighbors 2: Sorority Rising,Seth Rogen,3.1073863142857143
Cute and Dangerous,Sükrü Özyildiz,0
Dum Laga Ke Haisha,Ayushmann Khurrana,0
Hum To Mohabbat Karega,,0
"Justice, My Foot!",Stephen Chow,0
Close Range,Scott Adkins,0
Smothered,Kane Hodder,0
Teen Beach 2,Ross Lynch,0
"Kiss Me, Guido",Nick Scotti,0
Eight Diagram Pole Fighter,Gordon Liu Chia-Hui,0
Other Girls,Sara Soulié,0
The Work and the Glory III: A House Divided,Sam Hennings,0.2038603076923077
Something for a Lonely Man,Dan Blocker,0
Soldier's Girl,Lee Pace,0
Journey to Space,Patrick Stewart,0
Spartacus,Goran Visnjic,0
They Look Like People,MacLeod Andrews,0
Everything Will Be OK,Don Hertzfeldt,0
I Am So Proud of You,Don Hertzfeldt,0
The Hollars,John Krasinski,0.26762763157894737
Hardcore Henry,Sharlto Copley,1.433379
Superfast!,Alex Ashbaugh,0.0
Rejected,Robert May,0
Dawg Fight,Dhafir Harris,0
Two Lovers and a Bear,Dane DeHaan,0
Nuntius,,0
Endless Poetry,Adan Jodorowsky,0
The Disappeared,Harry Treadaway,0
Out of My Hand,Bishop Blay,0
Carnival in Flanders,Françoise Rosay,0
The Wonders of Aladdin,Donald O'Connor,0
Lugares comunes,Federico Luppi,0
Social Genocide,,0
It's a Great Feeling,Dennis Morgan,0
Loafer,Anil Kapoor,0
Jamie Foxx: I Might Need Security,Jamie Foxx,0
Portrait of Jennie,Jennifer Jones,0
Mall Girls,Anna Karczmarczyk,0
Camp Belvidere,Astrid Ovalles,0.0
Rio Conchos,Richard Boone,0
The Celluloid Closet,Lily Tomlin,0
The Flame and the Arrow,Burt Lancaster,0
"Senza famiglia, nullatenenti cercano affetto",Vittorio Gassman,0
The Endurance: Shackleton's Legendary Antarctic Expedition,Liam Neeson,0
The Man in the White Suit,Alec Guinness,0
X: The Man with the X-Ray Eyes,Ray Milland,0
The Legendary Giulia and Other Miracles,Luca Argentero,0
"Monkeyshines, No. 1",Giuseppe Sacco Albanese,0
Cool Cat Saves the Kids,Vivica A. Fox,0.0
Meet John Doe,Barbara Stanwyck,0
Putney Swope,Arnold Johnson,0
I Am Thor,Jon Mikl Thor,0
The Parole Officer,Steve Coogan,0
Sottozero,Jerry Calà,0
The Infiltrator,Bryan Cranston,0.61747232
Under the Same Moon,Kate del Castillo,0
October 1,Sadiq Daba,0.0
The Message,Li Bingbing,0
"Connasse, Princesse des cœurs",Camille Cottin,0
Uncle Nino,Joe Mantegna,0
Hunterrr,Gulshan Devaiah,0
The Center of the World,Shane Edelman,0
Snow White: The Fairest of Them All,Miranda Richardson,0
Ecaterina Teodoroiu,Stela Furcovici,0
Howling III: The Marsupials,Barry Otto,0
An Ideal Husband,Paulette Goddard,0
Alex in Wonderland,Donald Sutherland,0
Snakes on a Plane,Samuel L. Jackson,1.8794549696969698
Seven Chances,Buster Keaton,0
The Moromete Family,Victor Rebengiuc,0
The Battalion,Mariya Aronova,0.7547762
I Remember You,Vyacheslav Bogachyov,0
Delivery,,0.0
Mariya,,0
Transylvania,Asia Argento,0
Lonesome Dove Church,Tom Berenger,0
Assassin,Danny Dyer,0
Housekeeping,Adriana Solis,0
Mickey One,Warren Beatty,0
Wiener-Dog,Ellen Burstyn,0
Babes in Arms,Mickey Rooney,0
Babes in Toyland,Annette Funicello,0
Danny and the Wild Bunch,Nora Zehetner,0
The Traveler,John Cassini,0
Horror Express,Christopher Lee,0.0
Eadweard,Michael Eklund,0
The Offence,Sean Connery,0
Swing,Oscar Copp,0
Bite the Bullet,Gene Hackman,0.0
Nothing in Return,Miguel Herrán,0
The Drowning Pool,Paul Newman,0
Ooops! Noah is Gone...,Tara Flynn,0.0
Angela,Miranda Rhyne,0
Brains Repaired,,0
Night of the Ghouls,Kenne Duncan,0
When the Road Bends: Tales of a Gypsy Caravan,Fanfare Ciocarlia,0
For Here or to Go?,Ali Fazal,0
The House on Pine Street,Emily Goss,0
Personal Velocity,Kyra Sedgwick,0
Killswitch,Edward Snowden,0
Marry Me,Dries de Sutter,0
Meet the Hitlers,Deborah Campbell,0
Miss India America,Tiya Sircar,0
Biology 101,David Christian Welborn,0
The MacKintosh Man,Paul Newman,0
Three Ages,Buster Keaton,0
Pound of Flesh,Jean-Claude Van Damme,0.0
American Pastoral,Ewan McGregor,0
America The Beautiful,,0
Aung San Suu Kyi - Lady of No Fear,,0
The Hunted,Christopher Lambert,0
Almost Normal,J. Andrew Keitch,0
"Liza, the Fox-Fairy",Balsai Mónika,0
Two Rode Together,James Stewart,0
A Place in the World,José Sacristán,0
Frozen Fever,Kristen Bell,0
Vanya on 42nd Street,Wallace Shawn,0
Cartoon All-Stars to the Rescue,Jason Marsden,0
Wonderland,Shirley Henderson,0
Headless,Shane Beasley,0
Dig Two Graves,Ted Levine,0
Barbershop: The Next Cut,Ice Cube,2.75150255
Extraction,Bruce Willis,0
The Love Bug,Bruce Campbell,0
Two of a Kind,John Travolta,0
Pernicious,Ciara Hanna,0
Savageland,Monica Davis,0
Safe,Julianne Moore,0
Into Thin Air: Death on Everest,Peter Horton,0
Sandor slash Ida,Andrej Lunusjkin,0
Mystery of the Wax Museum,Lionel Atwill,0
The Coven,Dexter Fletcher,0
The Storm Warriors,Aaron Kwok,0.0
Keith Robinson: Back of the Bus Funny,Keith Robinson,0
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,2.384181147368421
Hollywood between Paranoia and Sci-Fi. The Power of Myth,James Cameron,0.0
Life Is Sacred,Antanas Mockus,0
The Jigsaw Man,Michael Caine,0
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,Vince Vaughn,0
Aziz Ansari: Live at Madison Square Garden,Aziz Ansari,0
The Two Jakes,Jack Nicholson,0.5263157894736842
Hate Crime,Seth Peterson,0
Snowden’s Great Escape,Edward Snowden,0
The Kingdom of Fairies,Bleuette Bernon,0
Dirty Weekend,Marcello Mastroianni,0
Rescue From Gilligan's Island,Bob Denver,0
Dead Man Running,50 Cent,0.0
The Flapper,Olive Thomas,0
The Window,Barbara Hale,0
Ernest Scared Stupid,Jim Varney,0
Gray's Anatomy,Spalding Gray,0
Gabrielle,Isabelle Huppert,0
L'Art de la fugue,Laurent Lafitte,0
Mondo Cane,Rossano Brazzi,0
First Name: Carmen,Maruschka Detmers,0
Revolution #9,Michael Risley,0
Scandal,Toshirō Mifune,0
Nouvelle Vague,Alain Delon,0
Godard's Passion,Isabelle Huppert,0
Babysitter's Black Book,Spencer Locke,0
The Rutles 2: Can't Buy Me Lunch,Eric Idle,0
Walking Vengeance,Diego Luna,0.0
Brother,Takeshi Kitano,1.2708333333333333
Weekend of a Champion,Jackie Stewart,0
Power Rangers,Katee Sackhoff,0
Bang Gang (A Modern Love Story),Marilyn Lima,0
Breaking Dawn,Kelly Overton,0
Freedom,Valentinas Masalskis,0
The Victoria's Secret Fashion Show 2001,Eva Herzigová,0
3 Bad Men,George O'Brien,0
Not Angels but Angels,,0
Hail Mary,Myriem Roussel,0
Crazy Beautiful You,Kathryn Bernardo,0
For Better and Worse,Magdalena in de Betou,0
"Blood, Sweat and Tears",Martijn Fischer,0
The Gracefield Incident,Alex C. Nachi,0
Hellfighters,John Wayne,0
Before Stonewall,Red Jordan Arobateau,0
Christopher Titus: Angry Pursuit of Happiness,Christopher Titus,0
Happy 140,Maribel Verdú,0
Cigarette Burns,Norman Reedus,0
Krrish,Hrithik Roshan,0
Batman Unlimited: Animal Instincts,Chris Diamantopoulos,0
Nirvana: Live! Tonight! Sold Out!!,Kurt Cobain,0
Reunion,Aku Hirviniemi,0.0
Born to Be Blue,Ethan Hawke,0
Bakuman,Takeru Satoh,0
The Seventh Continent,Birgit Doll,0
71 Fragments of a Chronology of Chance,Gabriel Cosmin Urdes,0
Nina,Jack Shepherd,0
Romero,Raúl Juliá,0
The Invited,Carlos Alazraqui,0
White Cop,,0
Wish You Well,Ellen Burstyn,0
Come Dance at My Wedding,John Schneider,0
Skin Trade,Dolph Lundgren,0.0
The Good Witch,Catherine Bell,0
No Man's Island,Jakab Juli,0
The Confessions of Bernhard Goetz,,0
Şabaniye,Kemal Sunal,0
Ralphie May: Unruly,Ralphie May,0
Soulless 2,Danila Kozlovsky,0
Mara and the Firebringer,Lilian Prent,0
The Glass Agency,Parviz Parastui,0
The Secret Life of Pets,Louis C.K.,11.672772493333333
Earth's Golden Playground,,0
The Last Man on Earth,Madisen Hill,0
Be My Cat: A Film for Anne,Adrian Țofei,0.0
Get Him to the Greek,Jonah Hill,2.2507414
India's Daughter,Asha Devi,0
Salad Days,Fred Armisen,0
Wild in the Country,Elvis Presley,0
Sweet Home,Ingrid García Jonsson,0
Humble Pie,,0
"Buona Sera, Mrs. Campbell",Gina Lollobrigida,0
Nick Di Paolo: Another Senseless Killing,Nick Di Paolo,0
MVP: Most Valuable Primate,Bernie,0
Bill Burr: Why Do I Do This?,Bill Burr,0
Nerve,Emma Roberts,4.48639452631579
Metalocalypse: The Doomstar Requiem,Jack Black,0
Hard Choices,Margaret Klenck,0
The Gift,Jason Bateman,11.7957306
Approaching the Unknown,Mark Strong,0
Dial a Prayer,Brittany Snow,0
Wrong Side of Town,Stormy Daniels,0.0
"Now, Voyager",Bette Davis,0
Kept Woman,Courtney Ford,0
London Road,Olivia Colman,0
Act of Violence,Van Heflin,0
In Country,Bruce Willis,0.0
Valentine's Day,Jessica Alba,4.163185653846154
The Return of the Vampire,Bela Lugosi,0
The Lady in the Van,Maggie Smith,6.897947833333333
Wooden Crosses,Pierre Blanchar,0
The Birth of Saké,,0
Parallels,Mark Hapka,0
Revenge of the Zombies,John Carradine,0
Not Bad for a Human,,0
Accident On Hill Road,Farooq Shaikh,0
The Vicious Kind,Adam Scott,0
Ventoux,Abbey Hoes,0
Tarda estate,Haruhiko Yamanouchi,0
Assassin,Am Park,0
Detective K: Secret of the Lost Island,Kim Myung-min,0
Til There Was You,Sarah Jessica Parker,0.0
Ma che bella sorpresa,Claudio Bisio,0
David and Goliath,Miles Sloman,0
Echoes,Steven Brand,0
Burn Country,Dominic Rains,0
"It's Me, Hilary: The Man Who Drew Eloise",Hilary Knight,0
Unknown Caller,David Chisum,0
The Primary Instinct,Stephen Tobolowsky,0.0
Eloquent Nude: The Love and Legacy of Edward Weston & Charis Wilson,Charis Wilson,0
"Murder, She Baked: A Chocolate Chip Cookie Mystery",Alison Sweeney,0
Meadowland,Olivia Wilde,0
Alias Nick Beal,Ray Milland,0
Ski School 2,Dean Cameron,0
The Benefactor,Dakota Fanning,0
The Severed Heads,Denise Brossot,0
Slim Carter,Jock Mahoney,0
Broken Windows,Larisa Oleynik,0
Sunrise,Adil Hussain,0
Jurassic Park,Sam Neill,14.604761904761904
The Survivalist,Mia Goth,0
Autism in Love,,0
Mine,Karen O'Toole,0
Emelie,Sarah Bolger,0
III,Polina Davydova,0
Extraordinary Tales,Christopher Lee,0
TransFatty Lives,,0
Tony,Peter Ferdinando,0
We Can't Live Without Cosmos,,0
Those Who Feel the Fire Burning,,0
Mulan: Rise of a Warrior,Zhao Wei,1.11504675
"Good Night, and Good Luck.",David Strathairn,7.8
Wide Awake,Denis Leary,0.0
Massu Engira Maasilamani,Suriya ,0
O Kadhal Kanmani,Dulquer Salmaan,5.425531914893617
My Italian Secret: The Forgotten Heroes,,0
Scooby-Doo! Abracadabra-Doo,Mindy Cohn,0
Ghoul,Jennifer Armour,0
Lost and Love,Andy Lau,0
Captains of the Clouds,James Cagney,0
The Foot Shooting Party,Jake Busey,0
Mi Amigo Hugo,Hugo Chávez,0
Catchfire,Dennis Hopper,0
Sinatra: All or Nothing at All,Frank Sinatra,0
Comedy Central Roast of Donald Trump,Donald Trump,0
The Thoughts That Once We Had,,0
Recep İvedik 3,Şahan Gökbakar,0
Fuck You Goethe 2,Elyas M’Barek,0
The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,Boris Barnet,0
Trevor Moore: High In Church,Trevor Moore,0
Always Watching: A Marble Hornets Story,Alexandra Breckenridge,0
Backfire,Virginia Mayo,0
Pirates of Silicon Valley,Noah Wyle,0
Bill Maher: '...But I'm Not Wrong',Bill Maher,0
Under the Mountain,Sam Neill,0
Train of Shadows,Jessica Andrieu,0
The Terminal Man,George Segal,0
Kansas: Miracles Out Of Nowhere,Kansas,0
The House Across the Lake,Alex Nicol,0
The Forest,Natalie Dormer,4.0055439
The Strange Woman,Hedy Lamarr,0
Jim Jefferies: Contraband,Jim Jefferies,0
The Marine 4: Moving Target,Mike Mizanin,0.0
"Dzień dobry, kocham cię!",Barbara Kurdej-Szatan,0
Landmine Goes Click,Sterling Knight,0.0
O Contador de Histórias,Maria de Medeiros,0
The Lavender Hill Mob,Alec Guinness,0
Star Trek: Renegades,Walter Koenig,0
Love Stories,Dani Calabresa,0
The Anarchists,Tahar Rahim,0
Pretty Poison,Anthony Perkins,0.0
Comedy Central Roast of Roseanne,Roseanne Barr,0
Raiders!: The Story of the Greatest Fan Film Ever Made,John Rhys-Davies,0
The Measure of a Man,Vincent Lindon,0
Finding Altamira,Antonio Banderas,0.0
In Harmony,Cécile de France,0
Satan's Sword III: The Final Chapter,Raizô Ichikawa,0
(Dis)Honesty: The Truth About Lies,Dan Ariely,0
Necrosis,James Kyson,0
White People,Pernilla August,0
My King,Vincent Cassel,0
Courted,Fabrice Luchini,0
Disorder,Matthias Schoenaerts,0
Standing Tall,Rod Paradot,0.0052288
The Girl King,Malin Buska,0
Zoolander 2,Ben Stiller,1.11938
Solomon Kane,James Purefoy,0.17355555555555555
Arrival,Amy Adams,4.327408212765958
Six Days a Week,Catherine Spaak,0
Mother of Mine,Topi Majaniemi,0.0
We're Not Dressing,Bing Crosby,0
Shut In,Naomi Watts,1.3082071
Unforgiven,Clint Eastwood,11.368389071428572
The Lost World: Jurassic Park,Jeff Goldblum,3.1380071780821917
In the Grayscale,Francisco Celhay,0
Other Men's Women,Grant Withers,0
The Millennials,Everett Bradley,0
New World Order,,0
Maxed Out,Beth Naef,0
Brothers,Akshay Kumar,0
Mimic: Sentinel,Karl Geary,0
Fastball,Kevin Costner,0
Terra Formars,Hideaki Ito,0
Remarkable Power,Whitney Able,0
Ashby,Mickey Rourke,0
Ride,Helen Hunt,0
Back in Time,Lea Thompson,0.0
Go West,Buster Keaton,0
A Lamp In The Dark: The Untold History of the Bible,D.A. Waite,0
Deadly Blessing,Maren Jensen,0.0
Gourmet Detective,Dylan Neal,0
Latin Lover,Virna Lisi,0
Schizo,Lynne Frederick,0
Dracula A.D. 1972,Christopher Lee,0
Anti-Social,Gregg Sulkin,0
Mannequin,Joan Crawford,0
Des roses en hiver,Jean-Pierre Marielle,0
Too Hot to Handle,Clark Gable,0
Marguerite & Julien,Anaïs Demoustier,0
The Lady in the Car with Glasses and a Gun,Freya Mavor,0
In Name Only,Carole Lombard,0
Come Live with Me,James Stewart,0
The Boss's Daughter,Olivier Loustau,0
Keeper of the Flame,Katharine Hepburn,0
The Wait,Juliette Binoche,0
A Film with Me in It,Dylan Moran,0
"Hey There, It's Yogi Bear",Daws Butler,0
Lily Lane,Angéla Stefanovics,0
Princess O'Rourke,Olivia de Havilland,0
Rajathandhiram,Veera Bahu,0
Indru Netru Naalai,Vishnu Vishal,2.2580645161290325
Papanasam,Kamal Haasan,0
Cómo pasan las horas,Susana Campos,0
NH10,Anushka Sharma,0
Parasite Eve,Hiroshi Mikami,0
Rogue One: A Star Wars Story,Felicity Jones,5.280286365
The Choice,Benjamin Walker,1.8730891
The Heavenly Body,William Powell,0
My Sister Eileen,Rosalind Russell,0
Bessie,Queen Latifah,0
Murphy's Law,Charles Bronson,0
Alvin Purple,Graeme Blundell,0
Monsoon Baby,Julia Jentsch,0
Troll,Noah Hathaway,4.955286363636364
The Answer,Austin Hébert,0
Kaakha Kaakha,Suriya ,0
Alesha Popovich and Tugarin the Dragon,Oleg Kulikovich,0.4325
Hell House,,0
Belgica,Stef Aerts,0
One Kill,Anne Heche,0
Wholly Moses,Dudley Moore,0
The Brand New Testament,Pili Groyne,0.0
Without Reservations,Claudette Colbert,0
Evolution,Max Brebant,0
A Zed & Two Noughts,Frances Barber,0
Dishonored Lady,Hedy Lamarr,0
Paheli,Shah Rukh Khan,0
"Kidnapping, Caucasian Style",Dmitriy Sharakois,0.05114285714285714
Mildred Pierce,Joan Crawford,3.8802477632484513
The Girl,Blanca Engström,0
King Jack,Charlie Plummer,0
Song to Song,Michael Fassbender,0.0443684
Good Old Daze,Romain Duris,0
The Childhood of a Leader,Bérénice Bejo,0.0
Jurassic Park III,Sam Neill,3.9653850430107527
The Girl from Monday,Bill Sage,0
Don,Amitabh Bachchan,0
Silver Medalist,Huang Bo,0
And Soon the Darkness,Odette Annable,0
Twilight Online,Eddie Cheung Siu-Fai,0
The Bremen Town Musicians,Elmira Zherzdeva,0
Enchantment,David Niven,0
Sicarivs: The Night and the Silence,Víctor Clavijo,0
It Started with Eve,Deanna Durbin,0
Comrade Pedersen,Kristoffer Joner,0
Unfaithfully Yours,Rex Harrison,0
Godspeed,Cory Knauf,0
See You In Valhalla,Sarah Hyland,0
Tea for Two,Doris Day,0
Captive,Kate Mara,1.400754
Band of Brothers,Damian Lewis,0.0
1942: A Love Story,Anil Kapoor,0
Border,Sunny Deol,0
Twenty,Kim Woo-bin,0
Chung Kuo - Cina,Giuseppe Rinaldi,0
High The True Tale of American Marijuana,John Holowach,0
Gewoon Hans,Hans Teeuwen,0
Keeping Up with the Joneses,Zach Galifianakis,0.747968625
The Horseman,Caroline Marohasy,0
Fun,Alicia Witt,0
Innocent Killers,Maxi Iglesias,0
Requisitos para ser una persona normal,Leticia Dolera,0
Kids of Survival,,0
The Times of Harvey Milk,Harvey Milk,0
Eloise,Eliza Dushku,0
Undrafted,Tyler Hoechlin,0
Sharknado 3: Oh Hell No!,Ian Ziering,0
Om Jai Jagadish,Waheeda Rehman,0
Streit's: Matzo and the American Dream,,0
Howard Zinn: You Can't Be Neutral on a Moving Train,Howard Zinn,0
Residue,Natalia Tena,0
Who Is Cletis Tout?,Christian Slater,0
Galaxina,Dorothy Stratten,0.8845454545454545
Waterloo,Rod Steiger,0.12208
SPL 2: A Time for Consequences,Tony Jaa,0
The Whole Truth,Keanu Reeves,0
The Great Gilly Hopkins,Sophie Nélisse,0.0
The Donner Party,Crispin Glover,0
Listening,Thomas Stroppel,0
Food and Shelter,Natalia de Molina,0
Born to Win,Alexandra Jiménez,0
Downhill Racer,Sylvester Stallone,0.0
Watchers,Corey Haim,0
All Eyes And Ears,,0
Top Spin,,0
The Actors,Michael Caine,0
Amy,Amy Winehouse,0
Babysitting 2,Philippe Lacheau,0
