title,cast,return
The Body,José Coronado,0
Vera Drake,Imelda Staunton,0.0
Solemn Promise,Predrag 'Miki' Manojlović,0
Sweet Mud,Tomer Steinhof,0
Boy Meets Girl,James Cagney,0
Photographic Memory,Ross McElwee,0
Century of Birthing,Angel Aquino,0
King Lines,Chris Sharma,0.0
Shock Head Soul,Hugo Koolschijn,0
The Big Fix,,0
The Associate,Whoopi Goldberg,0
My Fair Lady,Audrey Hepburn,4.239454764705882
Pete's Dragon,Sean Marshall,0.0
Rafferty and the Gold Dust Twins,Alan Arkin,0
Deal,Burt Reynolds,0
Deal,Burt Reynolds,0
Deal,Burt Reynolds,0
Deal,Burt Reynolds,0
Rubberneck,Alex Karpovsky,0
Fairhaven,Chris Messina,0
Time Zero: The Last Year of Polaroid Film,,0
Knuckleball!,Tim Wakefield,0
Extraordinary Stories,Mariano Llinás,0
Fortress 2,Christopher Lambert,0.0
Adore,Naomi Watts,0.019936375
The Mosquito Coast,Harrison Ford,0
Tess,Nastassja Kinski,0
India,Josef Hader,0
Earthquake,Charlton Heston,11.38095042857143
White Tiger,Vladimir Ilin,0.6545454545454545
Edge,Maxine Peake,0
The Belovs,,0
Bobcat Goldthwait: You Don't Look the Same Either,Bobcat Goldthwait,0
Romántico,Arturo Arias,0
Starship Troopers 3: Marauder,Casper Van Dien,0.0
Ladder 49,Joaquin Phoenix,1.2423617833333334
Human Traffic,John Simm,6.666666666666667
The Princess Diaries 2: Royal Engagement,Anne Hathaway,2.378735875
The Blackbird,Lon Chaney,0
Black Sun,Yuko Chishiro,0
Tell It to the Marines,Lon Chaney,0
Union Depot,Douglas Fairbanks Jr.,0
Nuns on the Run,Eric Idle,0
Operator 13,Marion Davies,0
Sequoia,Jean Parker,0
Merrily We Live,Constance Bennett,0
Zenobia,Oliver Hardy,0
Confessions of a Teenage Drama Queen,Lindsay Lohan,1.9554045333333334
"Joshua Tree, 1951: A Portrait of James Dean",James Preston,0
Poltergeist II: The Other Side,Craig T. Nelson,2.1577192105263157
Avatar: Creating the World of Pandora,Laz Alonso,0
Police Story 3: Supercop,Jackie Chan,22.75935888888889
Evergreen,Jessie Matthews,0
The Rescuers Down Under,Bob Newhart,1.2504669267881152
Secret People,Valentina Cortese,0
For Ever Mozart,Madeleine Assas,0
The Prince & Me,Julia Stiles,0
Leolo,Gilbert Sicotte,0
Stars in My Crown,Joel McCrea,0
Adrift,Linh Đan Phạm,0
A Wife Confesses,Ayako Wakao,0
Yearning,Hideko Takamine,0
The Weeping Camel,Janchiv Ayurzana,0
Laws of Attraction,Pierce Brosnan,1.0720058928571428
Der Clown - Tag der Vergeltung,Sven Martinek,0
Wyoming Renegades,Philip Carey,0
Tai-Chi Master,Jet Li,0
They Called Him Bulldozer,Bud Spencer,0
The Pact,Caity Lotz,0
The End,Maribel Verdú,0
The Electric Horseman,Robert Redford,0
Ella Cinders,Colleen Moore,0
California,Ray Milland,0
"Elmer, The Great",Joe E. Brown,0
Girlfriends,Melanie Mayron,0
Billy the Kid,Robert Taylor,0
The Invisible Woman,Ralph Fiennes,0
The Helen Morgan Story,Ann Blyth,0
CBGB,Alan Rickman,0.00808
XXY,Ricardo Darín,0
OSS 117: Mission for a Killer,Frederick Stafford,0
Family tree,Guy Marchand,0
Ghosts,Julia Hummer,0
The Ruins,Shawn Ashmore,0.0
National Lampoon's Vacation,Chevy Chase,4.093303466666667
Christmas Vacation 2: Cousin Eddie's Island Adventure,Randy Quaid,0
Coco Before Chanel,Audrey Tautou,0
The 30 Foot Bride of Candy Rock,Lou Costello,0
She-Devil,Meryl Streep,0
It's in the Bag!,Fred Allen,0
Honey I Blew Up the Kid,Rick Moranis,1.4665613
She Loves Me Not,Bing Crosby,0
Secrets & Lies,Timothy Spall,2.9816204444444443
The Wind That Shakes the Barley,Cillian Murphy,3.5213873846153847
Flatfoot in Egypt,Bud Spencer,0
True Love,Annabella Sciorra,0
What Price Glory,Edmund Lowe,0
Grace is Gone,John Cusack,0
The Merchant of Venice,Al Pacino,0
The Richest Girl in the World,Miriam  Hopkins,0
Small Town Girl,Jane Powell,0
Fellini Satyricon,Martin Potter,0.0
D2: The Mighty Ducks,Emilio Estevez,0
St. Martin's Lane,Charles Laughton,0
Tora! Tora! Tora!,Martin Balsam,1.1594385324700804
It Happened in Europe,Artùr Somlay,0
Chemerical,,0
Night Across the Street,Christian Vadim,0
Peeping Tom,Karlheinz Böhm,0.5597133333333333
"Rally 'Round the Flag, Boys!",Paul Newman,0
Spartan,Val Kilmer,0.42143958441558443
The Masked Thief,Craig Hill,0
We Are Marshall,Matthew McConaughey,0.6699286769230769
The Tobacconist of Vallecas,Emma Penella,0
Mysterious Skin,Joseph Gordon-Levitt,0
The Sun's Burial,Masahiko Tsugawa,0
Music and Lyrics,Drew Barrymore,3.64741055
The Jackpot,James Stewart,0
Pelle the Conqueror,Pelle Hvenegaard,0
Joe and Max,Leonard Roberts,0.0
Just Pals,Buck Jones,0
Lucky Luke,Terence Hill,0
The Real Glory,Gary Cooper,0
Man in the Middle,Robert Mitchum,0
Don Q Son of Zorro,Douglas Fairbanks,0
The Muppet Movie,Jim Henson,0
Mask,Cher,0
The Four Year Plan,Flavio Briatore,0
My Sassy Girl,Cha Tae-hyun,0
Girls on Top 2,Diana Amft,0
20 Dates,Myles Berkowitz,0
Nonstop Trouble with the Family,Dieter Hallervorden,0
Mr & Mrs Bridge,Paul Newman,0
French Fried Vacation,Thierry Lhermitte,0
Gabbar Singh,Pawan Kalyan,2.2857142857142856
Hemingway & Gellhorn,Nicole Kidman,0.0
Kinsey,Liam Neeson,0
"See No Evil, Hear No Evil",Richard Pryor,2.6060548333333333
Chicks With Sticks,Pascale Hutton,0
Child's Play 2,Alex Vincent,2.7510465384615386
Child's Play 3,Justin Whalin,1.5815580769230768
Curse of the Ring,Benno Fürmann,0.0
Mac,John Turturro,0
The Return,Vladimir Garin,0
Mystic Pizza,Annabeth Gish,0
Stage Struck,Henry Fonda,0
A2,,0
True,Natalie Portman,0
Touching the Void,Brendan Mackey,0
"Wild Horse, Wild Ride",,0
Stealing Rembrandt,Lars Brygmann,0
Miranda,Glynis Johns,1.063968272185878
Stuck in Love,Greg Kinnear,0
Evil,Andreas Wilson,0
Cycling Chronicles: Landscapes the Boy Saw,,0
A Very Special Favor,Charles Boyer,0
City Hunter,Jackie Chan,0
"Rabbit, Run",James Caan,0
Alexander the Great,Omero Antonutti,0
Wild Hogs,Tim Allen,0
Italian for Beginners,Peter Gantzler,0
Patton,George C. Scott,7.483333333333333
Alles stroomt,Anneke Blok,0
Dresden,Felicitas Woll,0
Atlantis,Pitou Nicolaes,0
Mad About Men,Glynis Johns,0
Wheels on Meals,Jackie Chan,0
Beyond Justice,Rutger Hauer,0
The Happy Hooker Goes To Washington,Joey Heatherton,0
Wait Until Dark,Audrey Hepburn,2.75
Süperseks,Denis Moschitto,0
The magnetic man,Atte Blom,0.0
Wicker Park,Josh Hartnett,0.43337523333333333
Bright Lights,Joe E. Brown,0
The Wild Party,James Coco,0
The Alamo,John Wayne,0.6583333333333333
Branded,Ed Stoppard,0
Sheitan Warrior,Radovan Vujović,0
Robinson Crusoe,Pierce Brosnan,0
Bring It On: All or Nothing,Hayden Panettiere,0
Ghosts with Shit Jobs,Rachel MacMillan,0
Baby's Day Out,Joe Mantegna,0.3334301
For the Love of Money,Edward Furlong,0
Buzzkill,Daniel Raymont,0.0
We Feed the World,Jean Ziegler,0
Menno's Mind,Billy Campbell,0
Baby Boom,Diane Keaton,0
Cinema Paradiso,Philippe Noiret,0
Sexual Chronicles of a French Family,Mathias Melloul,0
6 Month Rule,Blayne Weaver,0
TimeScapes,,0.0
Club Dread,Kevin Heffernan,0.58843
Rhythm is it!,Royston Maldoom,0
The Trouble with Harry,Edmund Gwenn,5.833333333333333
What's in a Name,Patrick Bruel,0
Fallen Angels,Leon Lai,0
Thanks for Sharing,Mark Ruffalo,0
The Family,Robert De Niro,1.2298075
Best Defense,Dudley Moore,1.0702945555555556
The American Friend,Dennis Hopper,0
Coma,Geneviève Bujold,0
Women in Revolt,Johnny Kemper,0
Cinderella,Ilene Woods,90.89359137931035
She Was Like a Wild Chrysanthemum,Chishu Ryu,0
Into Great Silence,,0
Strip Nude for Your Killer,Edwige Fenech,0
Angel-A,Jamel Debbouze,0.0
Daylight,Sylvester Stallone,1.9901558625
You Are My Sunshine,Jeon Do-yeon,0
The Gorgeous Hussy,Joan Crawford,1.804289544235925
Axed,Jonathan Hansler,0
Freeway,Kiefer Sutherland,0.0
Park Road - the Movie,Søs Egelind,0
Catch a Fire,Tim Robbins,0
Drunken Master,Jackie Chan,0
Soldiers of Fortune,Christian Slater,0.0
The Next Karate Kid,Pat Morita,1.3189153333333334
Kate & Leopold,Meg Ryan,0
Hitchcock,Anthony Hopkins,0
The Omega Man,Charlton Heston,0
Loverboy,Monique van der Werff,0
Local Hero,Burt Lancaster,0
Night Hair Child,Mark Lester,0
The Secret Garden,Kate Maberly,0
Anacondas: The Hunt for the Blood Orchid,Johnny Messner,3.5496449
Aladdin and the King of Thieves,Scott Weinger,0
Lampaansyöjät,Heikki Kinnunen,0
Shall We Dance?,Koji Yakusho,0
The Prestige,Hugh Jackman,2.741907775
My Beautiful Laundrette,Gordon Warnecke,2.8506337209302326
Net Worth,Aidan Devine,0
The Care Bears Movie,Mickey Rooney,0
The Meteor Man,Robert Townsend,0.0
Clown,Peter Stormare,0
Hardflip,Randy Wayne,0.0
Hellraiser: Hellseeker,Dean Winters,0.0
London Voodoo,Doug Cockle,0
A Cinderella Story,Hilary Duff,3.687784684210526
Fatherland,Rutger Hauer,0
Rattlers,Sam Chew Jr.,0
Hoodoo Ann,Mae Marsh,0
Seed of Chucky,Brad Dourif,2.069137
Dreamgirls,Jamie Foxx,2.213395428571429
Sazen Tange and the Pot Worth a Million Ryo,Denjirô Ôkôchi,0
Django Shoots First,Glenn Saxson,0
Psycho,Vince Vaughn,0.6190188333333333
Spellcaster,Adam Ant,0
Hellboy II: The Golden Army,Ron Perlman,1.886918388235294
My Name Is Ki,Adam Woronowicz,0
The Young Stranger,James MacArthur,0
A Room with a View,Maggie Smith,6.9888813333333335
Wanted,Giuliano Gemma,0
Adam and Eve,Maria de Medeiros,0
Hard Rain,Morgan Freeman,0.2838652428571429
Fraternity Demon,Trixxie Bowie,0
Far and Away,Tom Cruise,2.296397333333333
In My Father's Den,Matthew Macfadyen,0
Meet Dave,Eddie Murphy,0.8441679833333333
Halleluja for Django,George Hilton,0
The Bride Walks Out,Barbara Stanwyck,0
Daniel & Ana,Dario Yazbek Bernal,0
Place de la République,Louis Malle,0
Stranded,Ice-T,0
Too Many Ways to Be No. 1,Lau Ching-Wan,0
Idol of the Crowds,John Wayne,0
Ambush at Cimarron Pass,Scott Brady,0
The Cowboy and the Lady,Gary Cooper,0
The Immortals,Amza Pellea,0
Waco: A New Revelation,,0
Doomwatch,Ian Bannen,0
The Goddess,Ruan Lingyu,0
Street Angel,Dan Zhao,0
Princesses,Candela Peña,0
The Luck of the Irish,Tyrone Power,0
Cage II: The Arena of Death,Lou Ferrigno,0
Louis Theroux: Behind Bars,Louis Theroux,0
Outlaw Blues,Peter Fonda,0.0
The Skinny,Jussie Smollett,0
In God We Tru$t,Marty Feldman,0
Shadow Run,Michael Caine,0
Halloween II,Jamie Lee Curtis,10.2135272
Harold & Kumar Go to White Castle,John Cho,2.6596564444444444
Numéro Deux,Sandrine Battistella,0
Nanny McPhee,Emma Thompson,4.89959288
Freddy's Dead: The Final Nightmare,Robert Englund,3.170184818181818
Cocoon: The Return,Don Ameche,1.4299953714285714
The Cannonball Run,Burt Reynolds,4.009976611111111
A League of Their Own,Tom Hanks,2.686469625
The Opponent,Эрика Элениак,0
Tokyo Chorus,Tokihiko Okada,0
The Bride Wore Red,Joan Crawford,0
The Brothers Lionheart,Staffan Götestam,0
Why We Fight: The Battle of Russia,Anthony Veiller,0
Paper Moon,Ryan O'Neal,0
La Soif du Monde,,0
Life Is to Whistle,José Andrade,0
984: Prisoner of the Future,Stephen Markle,0
Safe Haven,Julianne Hough,3.485505
Birdy,Matthew Modine,0.11666666666666667
Nola,Emmy Rossum,0
Vacation!,Trieste Kelly Dunn,0
Slaughter of the Innocents,Scott Glenn,0
Save the Green Planet!,Shin Ha-kyun,0.0
A Pig's Tale,Joe Flaherty,0
The Howling,Patrick Macnee,17.985893
Cowboy Bebop: The Movie,Kouichi Yamadera,0
The Sleepy Time Gal,Jacqueline Bisset,0
The Hero,Uttam Kumar,0
"Spring, Summer, Fall, Winter... and Spring",Kim Ki-duk,0
Something Wild,Jeff Daniels,0
Distant Thunder,Soumitra Chatterjee,0
Bananas,Woody Allen,5.916848
Deep in the Woods,François Berléand,0
Zero Bridge,Mohamad Imran Tapa,0
9/11,Tony Benatatos,0
Alien Origin,Trey McCurley,0
Mystery Train,Masatoshi Nagase,0.0
Extreme Measures,Hugh Grant,0.45737173684210525
The World According to Garp,Robin Williams,1.7477748235294117
The Hotel New Hampshire,Rob Lowe,0.0
Berserk: The Golden Age Arc 1 - The Egg of the King,Hiroaki Iwanaga,0
Hardware,Dylan McDermott,3.819302
Lust for Love,Fran Kranz,0
The Brandon Teena Story,,0
"Just, Melvin: Just Evil",,0
City Slickers II: The Legend of Curly's Gold,Billy Crystal,0
The War of the Robots,Antonio Sabàto,0
Fugitive Alien,Tatsuya Azuma,0
Hearts in Atlantis,Anthony Hopkins,0.7801864838709678
The Book of Stars,Mary Stuart Masterson,0
Koyaanisqatsi,Lou Dobbs,0
Prince Avalanche,Emile Hirsch,0.0
Dead or Alive,Riki Takeuchi,0
Invaders from Space,Ken Utsui,0
Rocket Attack U.S.A.,Monica Davis,0
The Tragedy of Macbeth,Jon Finch,0
My Girl 2,Dan Aykroyd,0
Robin of Locksley,Devon Sawa,0
A Wake in Providence,Vincent Pagano,0
The Madness of King George,Nigel Hawthorne,0
The Rescuers,Bob Newhart,59.3465575
Beyond Gay: The Politics of Pride,Ken Coolen,0
A Trip to Mars,,0
TekWar: TekLords,Greg Evigan,0
Seven Pounds,Will Smith,3.057594381818182
TekWar: TekJustice,Greg Evigan,0
Auggie Rose,Jeff Goldblum,0
"Oh, Susanna",Gene Autry,0
TekWar: TekLab,Greg Evigan,0
Out of Sync,Gail O'Grady,0
TekWar,Greg Evigan,0
Public Enemies,Christian Bale,2.67630775
The Informant!,Matt Damon,1.6102193636363635
Lost Boundaries,Beatrice Pearson,0
Shutter Island,Leonardo DiCaprio,3.6850524375
Huie's Sermon,Huie Rogers,0.0
Le jeu de la mort,,0
Tommy,Oliver Reed,6.850305
Guys and Dolls,,0
Midnight Express,Brad Davis,15.217391304347826
Thrill Ride: The Science of Fun,,0
On the Ropes,,0
Regret to Inform,,0
Pusher II: With Blood on My Hands,Mads Mikkelsen,0
"The Farm: Angola, USA",,0
The Dancemaker,,0
Runaway Jury,John Cusack,1.3359023333333333
The Long Way Home,Morgan Freeman,0
Fast Girls,Noel Clarke,0
Pusher III: I'm the Angel of Death,Zlatko Burić,0
A Blank on the Map,David Attenborough,0
The Old Man and the Sea,Spencer Tracy,0
8 ½ Women,John Standing,0
Jasminum,Dariusz Juzyszyn,0
Artificial Paradises,Nathalia Dill,0
Super Fuzz,Terence Hill,0
The Shortest Day,Gino Cervi,0
A Drummer's Dream,,0
Popeye,Robin Williams,0.0
The Dead Zone,Christopher Walken,2.0766616
Hitler's Children,Bettina Goering,0
Stealing a Nation,John Pilger,0
The Pinochet Case,,0
Stardust Memories,Woody Allen,1.0389003
Kissinger,,0
Freedom Riders,,0
Into the Night,Jeff Goldblum,0.5877192982456141
As One,Ha Ji-won,0
Private Practices: The Story of a Sex Surrogate,,0
Banana Joe,Bud Spencer,0
Warlock,Julian Sands,0.0
Salem's Lot,David Soul,0.0
Wrestling,Helga Braga Jónsdóttir,0
A Bittersweet Life,Lee Byung-hun,0
Adelheid,Petr Čepek,0
Mother Joan of the Angels,Lucyna Winnicka,0
Kleinruppin forever,Tobias Schenke,0
The Lair of the White Worm,Amanda Donohoe,0.475726
Every Man for Himself,Jacques Dutronc,0
Fragile,Calista Flockhart,0
Cape Fear,Gregory Peck,0
Jeepers Creepers 2,Ray Wise,3.711921529411765
Always,Richard Dreyfuss,2.3914448387096776
The Hart of London,,0
Doomsday Machine,Bobby Van,0
Embryo,Rock Hudson,0
Bowfinger,Steve Martin,0.0
The Upside of Anger,Joan Allen,0
Never Been Kissed,Drew Barrymore,3.3826092
The Odd Couple,Jack Lemmon,0
Halloween 4: The Return of Michael Myers,Donald Pleasence,3.5537514
Walking Tall,Dwayne Johnson,1.0218551785714285
The Spy in the Green Hat,Robert Vaughn,0
The Indian in the Cupboard,Hal Scardino,0.0
A Turtle’s Tale 2: Sammy’s Escape From Paradise,Kaitlyn Maher,0
Dumbo,Sterling Holloway,1.9704433497536946
Halloween 5: The Revenge of Michael Myers,Donald Pleasence,2.3284508
The Count of Monte Cristo,Jim Caviezel,2.1541442285714285
Wind from the East,Gian Maria Volonté,0
She's the One,Edward Burns,2.7093082857142856
Eskimo,Edgar Dearing,0
Regarding Henry,Harrison Ford,0
Be with Me,Han Ye-ri,0
Wilde,Stephen Fry,0
Prison,Doris Svedlund,0
Ingenious,Dallas Roberts,0
Spiral,Eriko Hatsune,0
Rumble,Vesa-Matti Loiri,0
Odds and Evens,Terence Hill,0
To Fetch a Bike,,0
Blood Simple,John Getz,0.0
Adventures in the Sin Bin,Michael Seater,0
The Musketeer,Catherine Deneuve,0.676345375
Lady of Vengeance,Dennis O'Keefe,0
The Score,Robert De Niro,1.0451453529411765
The Eagle Has Landed,Michael Caine,0
Strawberries in the Supermarket,Branka Katić,0
My Own Country,Naveen Andrews,0
Ring of Terror,George E. Mather,0
Edtv,Matthew McConaughey,0.0
Jupiter's Darling,Esther Williams,0
Hollywood Homicide,Harrison Ford,0.68190212
USS Seaviper,Tim Large,0.0
Up in Arms,Danny Kaye,0.0
Swimming Pool,Kristen Miller,0
House on Haunted Hill,Geoffrey Rush,2.149793789473684
Harper Valley P.T.A.,Barbara Eden,0
Trafic,Jacques Tati,0
One Night at Dinner,Jean-Louis Trintignant,0
The Last Polka,John Candy,0
Hangman's House,Victor McLaglen,0
The Adventures of Buckaroo Banzai Across the 8th Dimension,Peter Weller,0
Bones,Snoop Dogg,0.7316658
Tommy Boy,Chris Farley,0
Bullets Over Broadway,John Cusack,0
Three Guys Named Mike,Jane Wyman,0
The Living Desert,,0
The Normal Heart,Mark Ruffalo,0
The Hard Way,Michael J. Fox,0
Welcome Stranger,Bing Crosby,0
Woman's World,Clifton Webb,0
Hatari!,John Wayne,0
The Crying Game,Stephen Rea,16.879855772630048
Lord Jim,Peter O'Toole,0
Stay Cool,Winona Ryder,0.0
Islander,Amy Jo Johnson,0
The Tempest,Peter Fonda,0
The Olsen Gang,Ove Sprogøe,0
The Olsen Gang in Jutland,Ove Sprogøe,0
The Olsen Gang on the Track,Ove Sprogøe,0
The General Died at Dawn,Gary Cooper,0
The Olsen Gang Sees Red,Ove Sprogøe,0
Dallas,Gary Cooper,0
The Natural,Robert Redford,1.7125706785714285
The Roof,Gabriella Pallotta,0
The Sessions,John Hawkes,9.138338
The Santa Clause,Tim Allen,8.628788954545454
Love Thy Neighbor,Alexandra Paul,0
The Last Adventure,Lino Ventura,0
Not Another Teen Movie,Chyler Leigh,4.15427075
The Art of War,Wesley Snipes,0.754977625
Look at Me,Marilou Berry,0
Pretty Woman,Julia Roberts,33.07142857142857
The New World,Colin Farrell,1.0178671
Jersey Shore Shark Attack,Jack Scalia,0
Oriental Elegy,,0
Metallica: Some Kind of Monster,James Hetfield,0
The Daughter of Dawn,Esther LeBarre,0
The Belles of St. Trinian's,Alastair Sim,0
The River Why,William Hurt,0
All About Our House,Toshiaki Karasawa,0
...And the Pursuit of Happiness,Louis Malle,0
Driving Lessons,Laura Linney,0
Interkosmos,,0.0
The Three Stooges in Orbit,Moe Howard,0.0
13 Curses,Juan Diego Botto,0
Candy Razors,José Luis Manzano,0
Goldene Zeiten,Wotan Wilke Möhring,0
Me and the Colonel,Danny Kaye,0
Down & Out With The Dolls,,0
The Blue Veil,Jane Wyman,0
Trial,Glenn Ford,0
Bye-Bye,Sami Bouajila,0
Bloodbrothers,Richard Gere,0
The Bobo,Peter Sellers,0
Cinderella,Georges Méliès,0
Superman IV: The Quest for Peace,Christopher Reeve,1.1352941176470588
Law and Order,Richard Nixon,0
The Long Kiss Goodnight,Geena Davis,1.3762578615384615
Employee of the Month,Matt Dillon,0
The Defiant Ones,Tony Curtis,0
Tunneling the English Channel,,0
The Conquest of the Pole,Georges Méliès,0
House,William Katt,0.0
Pitch Perfect,Anna Kendrick,6.785319176470588
Effie Gray,Emma Thompson,0
The Mission,Robert De Niro,0.7027764489795918
Sacred Flesh,Sally Tremaine,0.0
The Lift,Huub Stapel,0.0
Naked Harbour,Alma Pöysti,0
National Lampoon’s European Vacation,Chevy Chase,0
Seven Days Somewhere Else,,0
Remembrance,Alice Dwyer,0
Vegas Vacation,Chevy Chase,1.4560144
The Corporation,Jane Akre,0
CRAZY,Marc-André Grondin,0
Midway,Charlton Heston,0
Strange Girls,,0
Memories of Murder,Song Kang-ho,0.0
High Society,Bing Crosby,0.0
Faust,Will Quadflieg,0
Fantasma,Argentino Vargas,0
"Honey, We Shrunk Ourselves",Rick Moranis,0.0
Suspect,Tony Britton,0
Tunnel Vision,Phil Proctor,0.0
From Here to Eternity,Burt Lancaster,18.484848484848484
Dead End,Ray Wise,0
Sleepwalkers,Brian Krause,0
Praying with Anger,M. Night Shyamalan,0
Everybody Has a Plan,Viggo Mortensen,0
Memories of My Melancholy Whores,Geraldine Chaplin,0
Beyond Re-Animator,Jeffrey Combs,0.0
Sex and Consequences,Joan Severance,0
The Lion King 1½,Nathan Lane,0
The Man Who Played God,George Arliss,0
Fever Pitch,Drew Barrymore,1.6817102333333334
Merry-Go-Round,Norman Kerry,0
The Hunt,Ismael Merlo,0
Pilgrimage,Henrietta Crosman,0
The River and Death,Columba Domínguez,0
Fist of the North Star: Legend of Yuria,Hiroshi Abe,0
Fist of the North Star: Legend of Toki,Hiroshi Abe,0
Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,Hiroshi Abe,0
The Ventriloquist,Erin Cahill,0
Adjustment and Work,,0
The Ghost Writer,Ewan McGregor,1.3382732888888889
Hospital,,0
The Lonely Lady,Pia Zadora,0
Juvenile Court,,0
Hilde,Heike Makatsch,0
Model,,0
Multi-Handicapped,,0
Madly in Love,Adriano Celentano,0
Public Housing,,0
Halloween: Resurrection,Jamie Lee Curtis,2.8972965384615383
Canal Zone,,0
Deaf,,0
Dead Presidents,Larenz Tate,0.0
Russendisko,Matthias Schweighöfer,0
The Closet,Daniel Auteuil,0
My Childhood,Stephen Archibald,0
Gypo,Paul McGann,0
Welcome to the Dollhouse,Heather Matarazzo,0
Design of Death,Huang Bo,0
The Son's Room,Nanni Moretti,0
The Secret Land,Robert Montgomery,0
Starship Troopers: Invasion,Luci Christian,0
Mighty Aphrodite,Woody Allen,0.44666666666666666
The Amityville Horror,James Brolin,0
Raw Deal: A Question Of Consent,Craig C. DeThomasis,0
The Vanishing Prairie,Winston Hibler,0
Quiz Show,John Turturro,0
White Wilderness,,0
Herbie Fully Loaded,Lindsay Lohan,1.32004008
Who Are the DeBolts? And Where Did They Get Nineteen Kids?,,0
Genocide,,0
National Lampoon’s Van Wilder,Ryan Reynolds,7.6550966
Artie Shaw: Time Is All You've Got,,0
Common Threads: Stories from the Quilt,Dustin Hoffman,0
Deuce Bigalow: European Gigolo,Rob Schneider,1.0181888181818182
